id;agency_id;category;description;severity;source_type;source_url;source_date;is_sales_opportunity;opportunity_notes;created_at;updated_at
75eab6ce-cca9-4762-b56f-0493d522c70e;dc154c04-c116-4a1e-a370-ade4c0d29aaa;on_time_performance;On-Time Pick-up Performance is consistently below the target of >=92.00%, ranging from 83.38% to 90.28%.;high;news;https://wmata.com/service/accessibility/metro-access/upload/MACS-Monthly-Web-Reports-FY25-202412-December.pdf;2025-01-27;true;A vendor could offer solutions for route optimization, real-time tracking, or predictive analytics to improve on-time performance.;2026-01-15 06:03:16.489392+00;2026-01-15 06:03:16.489392+00
4bc71f12-8aea-48a4-9756-e650bb0a9b22;dc154c04-c116-4a1e-a370-ade4c0d29aaa;on_time_performance;Excessively Late (> 20 min. past pick-up window) trips are significantly above the target of <=1.00%, ranging from 2.66% to 5.56%.;critical;news;https://wmata.com/service/accessibility/metro-access/upload/MACS-Monthly-Web-Reports-FY25-202412-December.pdf;2025-01-27;true;Solutions for dynamic re-routing, better driver communication tools, or advanced scheduling algorithms could reduce excessively late trips. Real-time passenger communication tools could also manage expectations.;2026-01-15 06:03:16.543238+00;2026-01-15 06:03:16.543238+00
245dcb68-9b28-4fe2-bc3c-9c894c510ebd;dc154c04-c116-4a1e-a370-ade4c0d29aaa;service_quality;Missed Trips are consistently above the target of <=0.75%, ranging from 1.49% to 3.27%.;high;news;https://wmata.com/service/accessibility/metro-access/upload/MACS-Monthly-Web-Reports-FY25-202412-December.pdf;2025-01-27;true;A vendor could provide tools for better trip visibility for drivers, real-time dispatching adjustments, or automated driver assistance systems to prevent missed trips.;2026-01-15 06:03:16.575965+00;2026-01-15 06:03:16.575965+00
c14cc9d3-3be2-4cb4-8368-c25d53c17474;dc154c04-c116-4a1e-a370-ade4c0d29aaa;customer_service;Telephone Response Time for Reservations is consistently below the target of >=95.00%, ranging from 61.78% to 92.99%.;high;news;https://wmata.com/service/accessibility/metro-access/upload/MACS-Monthly-Web-Reports-FY25-202412-December.pdf;2025-01-27;true;A vendor could offer call center optimization software, AI-powered IVR systems, or improved workforce management tools to enhance response times for reservations. Digital self-service options could also offload call volume.;2026-01-15 06:03:16.608731+00;2026-01-15 06:03:16.608731+00
5cad5b60-7cb2-4133-975b-b1bfb3935e69;dc154c04-c116-4a1e-a370-ade4c0d29aaa;customer_service;Telephone Response Time for 'Where's My Ride' inquiries is consistently below the target of >=95.00%, ranging from 59.47% to 90.31%.;high;news;https://wmata.com/service/accessibility/metro-access/upload/MACS-Monthly-Web-Reports-FY25-202412-December.pdf;2025-01-27;true;Solutions for real-time vehicle tracking accessible to customers (e.g., through an app or SMS), automated 'Where's My Ride' updates, or enhanced call center tools with real-time dispatch integration could address this. Predictive ETAs could also reduce complaint calls.;2026-01-15 06:03:16.638484+00;2026-01-15 06:03:16.638484+00
371c9943-a440-490f-87e1-6139009cd1b2;dc154c04-c116-4a1e-a370-ade4c0d29aaa;service_quality;Complaints per 1,000 trips requested are consistently above the target of <=5.00, ranging from 5.02 to 7.83.;medium;news;https://wmata.com/service/accessibility/metro-access/upload/MACS-Monthly-Web-Reports-FY25-202412-December.pdf;2025-01-27;true;A holistic approach incorporating improvements in on-time performance, communication, and driver training could reduce complaints. Customer feedback management systems or AI-driven sentiment analysis could help identify root causes and improve service.;2026-01-15 06:03:16.668062+00;2026-01-15 06:03:16.668062+00
5286ee96-4e62-49b6-92ff-bc4c90c5acf2;df7a0939-59f0-4af3-b73a-9c7e311c3875;on_time_performance;Passengers are expected to wait up to 30 minutes after their scheduled pickup time, and vehicles arriving within this window are considered on time, which can lead to extended waits.;medium;news;https://mta.info/accessibility/access-a-ride/on-the-day-of-your-trip;2025-05-15;true;A vendor could offer real-time tracking solutions with more precise ETAs and options for passengers to actively reschedule or be notified of delays beyond the 30-minute window, reducing perceived wait times and improving satisfaction.;2026-01-16 06:01:22.989912+00;2026-01-16 06:01:22.989912+00
be023c04-b284-4238-a4f8-5a61a0afaffb;df7a0939-59f0-4af3-b73a-9c7e311c3875;customer_service;Drivers are only required to wait 5 minutes after arrival, even if early or late, which can be challenging for passengers who may have mobility issues or live in large buildings.;medium;news;https://mta.info/accessibility/access-a-ride/on-the-day-of-your-trip;2025-05-15;true;A customizable notification system for drivers and dispatchers could account for individual passenger needs (e.g., 'needs extra time to reach vehicle') to allow for more flexible waiting periods, improving the pickup experience.;2026-01-16 06:01:23.067664+00;2026-01-16 06:01:23.067664+00
ffe97928-e781-408b-ad7c-b0ae347a8f57;df7a0939-59f0-4af3-b73a-9c7e311c3875;customer_service;Passengers need to proactively request their cell phone number be added to their permanent record for dispatchers to contact them if they are not at the pickup location, indicating a reactive communication system.;low;news;https://mta.info/accessibility/access-a-ride/on-the-day-of-your-trip;2025-05-15;true;An integrated CRM system could automatically prompt for contact preferences during booking or account creation, ensuring dispatchers have updated contact information without manual requests, improving communication efficiency.;2026-01-16 06:01:23.129531+00;2026-01-16 06:01:23.129531+00
99cebada-1a56-4404-994f-37dfedb79000;df7a0939-59f0-4af3-b73a-9c7e311c3875;technology;The system relies on passengers calling AAR to get carrier details, vehicle location, or ETA, and to track trips via MY AAR or text messaging, which might not be fully integrated or always up-to-date.;medium;news;https://mta.info/accessibility/access-a-ride/on-the-day-of-your-trip;2025-05-15;true;A unified mobile application with real-time GPS tracking, automated notifications for vehicle arrival/delays, and direct communication channels with drivers/dispatchers could significantly enhance the user experience and reduce the need for phone calls.;2026-01-16 06:01:23.173747+00;2026-01-16 06:01:23.173747+00
8735df81-90f8-4363-a215-871c1c6486b1;df7a0939-59f0-4af3-b73a-9c7e311c3875;customer_service;The process for late vehicles requires passengers to follow instructions in a separate section ('What to Do if an AAR Vehicle is Late'), suggesting a fragmented system for addressing service failures.;medium;news;https://mta.info/accessibility/access-a-ride/on-the-day-of-your-trip;2025-05-15;true;A robust incident management system could automatically trigger predefined actions and communications (e.g., rebooking options, status updates) when a vehicle is significantly delayed, streamlining problem resolution and improving customer confidence.;2026-01-16 06:01:23.218617+00;2026-01-16 06:01:23.218617+00
cc18da99-1ea8-4414-8fb2-50ef87fd9e0d;df7a0939-59f0-4af3-b73a-9c7e311c3875;service_quality;Customer complaints about Access-a-Ride's transportation service quality.;medium;news;https://catalog.data.gov/dataset/mta-nyct-paratransit-customer-complaints-beginning-february-2024;2025-04-26;false;;2026-01-16 06:01:24.115988+00;2026-01-16 06:01:24.115988+00
aa8a41da-3213-4408-9b3d-0fd7514fbe03;df7a0939-59f0-4af3-b73a-9c7e311c3875;service_quality;Customer complaints about Access-a-Ride's non-transportation service quality.;medium;news;https://catalog.data.gov/dataset/mta-nyct-paratransit-customer-complaints-beginning-february-2024;2025-04-26;false;;2026-01-16 06:01:24.164422+00;2026-01-16 06:01:24.164422+00
a20a10e7-0ff4-4bb4-b5d0-ef50f0a06ae1;df7a0939-59f0-4af3-b73a-9c7e311c3875;service_quality;Express bus service routinely leaves riders with disabilities without reliable, safe, respectful, or on-time service.;high;news;https://comptroller.nyc.gov/newsroom/press-releases/nyc-comptroller-report-mta-falls-short-of-obligations-to-express-bus-riders-with-disabilities/;2025-05-14;false;;2026-01-16 06:01:26.138727+00;2026-01-16 06:01:26.138727+00
e4f6be0a-5653-4315-bcc4-dec3302361f6;df7a0939-59f0-4af3-b73a-9c7e311c3875;accessibility;High-floor express buses require external wheelchair lifts for accessibility, which can be unreliable or poorly maintained.;high;news;https://comptroller.nyc.gov/newsroom/press-releases/nyc-comptroller-report-mta-falls-short-of-obligations-to-express-bus-riders-with-disabilities/;2025-05-14;true;A vendor could offer solutions for retrofitting existing high-floor buses with more reliable and easy-to-operate external lifts, or propose accessible bus designs with integrated ramps or lifts.;2026-01-16 06:01:26.192956+00;2026-01-16 06:01:26.192956+00
179db0ad-0074-442e-8894-ac67ec4180b6;df7a0939-59f0-4af3-b73a-9c7e311c3875;driver_issues;MTA drivers may lack adequate training, equipment, and oversight to deliver reliable and equitable service to all, especially regarding accessibility for riders with disabilities.;high;news;https://comptroller.nyc.gov/newsroom/press-releases/nyc-comptroller-report-mta-falls-short-of-obligations-to-express-bus-riders-with-disabilities/;2025-05-14;true;A vendor specializing in driver training and certification could offer comprehensive programs focused on disability awareness, proper operation of accessibility equipment, and customer service for passengers with disabilities.;2026-01-16 06:01:26.247679+00;2026-01-16 06:01:26.247679+00
d5682068-347d-4185-b8a0-3bd39167d675;df7a0939-59f0-4af3-b73a-9c7e311c3875;on_time_performance;Patients are expected to wait up to a 30-minute window for their ride. This window begins at their scheduled pickup time.;medium;news;https://mta.info/accessibility/access-a-ride/on-the-day-of-your-trip;2025-05-15;true;A vendor offering real-time vehicle tracking with highly accurate ETAs could reduce patient anxiety and improve their experience, making the wait feel less ambiguous. This could include a robust mobile app experience with precise location tracking and predicted arrival times based on current traffic.;2026-01-17 06:00:56.674125+00;2026-01-17 06:00:56.674125+00
da5af643-e60c-410e-b661-569a18e8bc90;df7a0939-59f0-4af3-b73a-9c7e311c3875;on_time_performance;The current system allows drivers to be considered 'on time' even if they arrive up to 30 minutes after the scheduled pickup time, requiring patients to be ready and wait for this entire duration.;medium;news;https://mta.info/accessibility/access-a-ride/on-the-day-of-your-trip;2025-05-15;true;A scheduling and dispatching system that can more accurately predict travel times and minimize these waiting windows could significantly enhance the user experience. Technologies that optimize routes and dynamically adjust schedules based on real-time conditions could be proposed.;2026-01-17 06:00:56.772727+00;2026-01-17 06:00:56.772727+00
86904d5b-5af2-482b-85db-2a1df7684bfe;df7a0939-59f0-4af3-b73a-9c7e311c3875;customer_service;Patients need to specifically request their cell phone number to be entered into 'Manifest Notes' for dispatchers to contact them if they are not at the pickup location, indicating a potential gap in proactive communication.;low;news;https://mta.info/accessibility/access-a-ride/on-the-day-of-your-trip;2025-05-15;true;An integrated customer communication platform where contact preferences (such as preferred phone number for trip notifications) are part of the standard user profile, rather than a special request for dispatch manifests, would streamline communication and improve reliability.;2026-01-17 06:00:56.843321+00;2026-01-17 06:00:56.843321+00
9a650c05-943a-470d-8f00-5d88836dd0bf;df7a0939-59f0-4af3-b73a-9c7e311c3875;driver_issues;Drivers are expected to wait five minutes after the scheduled pickup time even if they arrive early, and also wait five minutes if arriving late, before leaving if the passenger is not present.;low;news;https://mta.info/accessibility/access-a-ride/on-the-day-of-your-trip;2025-05-15;false;;2026-01-17 06:00:56.907689+00;2026-01-17 06:00:56.907689+00
833b9536-9277-4263-bc87-4d2398f2bea6;df7a0939-59f0-4af3-b73a-9c7e311c3875;technology;The current system allows users to 'confirm and track scheduled trips with MY AAR or text messaging', which is an existing solution to some extent.;low;news;https://mta.info/accessibility/access-a-ride/on-the-day-of-your-trip;2025-05-15;true;While existing, there's always room for enhancement in tracking systems. A vendor could offer a more sophisticated, user-friendly mobile application with enhanced real-time GPS tracking, push notifications for status updates (arrival, departure, delays), and two-way communication capabilities with dispatch or the driver.;2026-01-17 06:00:56.980413+00;2026-01-17 06:00:56.980413+00
ac0cd1c9-72aa-4f3c-98ce-5cbe5a1793c9;df7a0939-59f0-4af3-b73a-9c7e311c3875;service_quality;The dataset specifically tracks customer complaints for Access-a-Ride, including both transportation and non-transportation service quality issues.;medium;news;https://catalog.data.gov/dataset/mta-nyct-paratransit-customer-complaints-beginning-february-2024;2025-04-26;true;A vendor offering solutions for improving paratransit service quality, such as operational efficiency tools, predictive analytics for service disruptions, or specialized training programs for staff, could address this pain point.;2026-01-17 06:00:58.903784+00;2026-01-17 06:00:58.903784+00
